Pos,No.,Name,Team,Gender,Class,Time,Behind,Hardtail,eBike,S1: Rockshox Point n Shoot,,,S2: Peatys Castle,,,S3: Camelbak Grand Canyon,,,S4: Exposure Booze Cruise,,,S5: Fox Moor Line,,,S6: Topeak Rake n Ride,,,S7: Maxxis Thistle Hill,,,Bonus,Penalty Details
n/c,1050,Tomas Reznicek,Michelin,M,Enduro | Master Male (30-39),26:05.1,,,E,04:35.4,n/c,,04:54.5,n/c,,02:55.6,n/c,,03:58.8,n/c,,02:37.6,n/c,,02:42.5,n/c,,04:20.8,n/c,,,
524th,140,Mark Mccormick,Bare Hill Bikers,M,Enduro | Grand Vet Male (50+),26:05.4,+7:24.77,,,04:22.9,473rd=,+1:17.60,04:46.7,581st,+1:39.04,02:58.6,516th,+0:53.50,04:12.8,632nd=,+1:13.35,02:37.2,534th,+0:33.91,02:44.1,597th=,+0:37.75,04:23.1,568th,+1:14.15,,
525th,216,John Riley Dibb,HVMTB,M,Enduro | Veteran Male (40-49),26:07.2,+7:26.58,,,04:39.4,628th,+1:34.20,04:49.1,603rd,+1:41.40,03:03.7,571st=,+0:58.60,04:02.8,516th=,+1:03.30,02:38.8,579th,+0:35.55,02:45.2,615th,+0:38.85,04:08.2,438th,+0:59.21,,
526th,247,Stephen Hawkins,For Jesus,M,Enduro | Veteran Male (40-49),26:07.7,+7:27.07,,,04:36.7,603rd,+1:31.50,04:45.5,570th,+1:37.80,03:13.0,672nd,+1:07.90,03:59.9,487th,+1:00.50,02:39.8,601st,+0:36.55,02:43.4,583rd=,+0:37.06,04:09.3,452nd,+1:00.29,,
527th,1023,Issy Hill,Stif Mountain Bikes,F,Enduro | Senior Female (18-29),26:08.1,+7:27.50,,,04:28.2,524th,+1:22.95,04:52.3,630th,+1:44.64,03:04.3,579th,+0:59.19,04:08.3,590th,+1:08.86,02:37.9,547th=,+0:34.64,02:43.5,587th,+0:37.15,04:13.6,489th,+1:04.60,,
528th,2562,Chris Langton,Treads fudgepackers,M,Enduro | Veteran Male (40-49),26:08.9,+7:28.33,,,04:58.2,759th,+1:52.96,04:44.6,562nd,+1:36.94,02:57.0,486th,+0:51.94,04:00.4,493rd,+1:00.95,02:39.0,584th,+0:35.71,02:39.0,476th,+0:32.65,04:10.7,468th,+1:01.71,,
529th,669,Matt Reeves,Folly Flyers,M,Enduro | Veteran Male (40-49),26:09.2,+7:28.66,,,04:49.9,704th,+1:44.66,04:47.2,587th=,+1:39.59,02:50.9,408th,+0:45.80,03:57.6,450th,+0:58.19,02:41.5,633rd,+0:38.29,02:42.7,565th,+0:36.36,04:19.3,541st,+1:10.30,,
530th,152,James Murphy,Bikepark Dent,M,Enduro | Master Male (30-39),26:09.7,+7:29.07,,,03:36.4,77th,+0:31.11,07:58.4,901st,+4:50.69,02:37.6,206th=,+0:32.50,03:34.6,170th,+0:35.20,02:18.1,110th=,+0:14.85,02:27.1,183rd=,+0:20.75,03:37.5,149th,+0:28.50,,
531st,269,Andrew Beadle,RAF Gravity Team,M,Enduro | Senior Male (18-29),26:10.0,+7:29.42,,,04:43.2,659th,+1:37.94,04:34.9,481st,+1:27.24,03:10.3,647th,+1:05.24,04:02.8,516th=,+1:03.30,02:37.8,546th,+0:34.59,02:41.4,532nd=,+0:35.04,04:19.6,544th,+1:10.60,,
532nd,1000,Justin Buckley,Sober Racing,M,Enduro | Veteran Male (40-49),26:10.2,+7:29.65,,,04:39.0,619th=,+1:33.75,04:45.8,575th,+1:38.19,03:01.4,544th,+0:56.30,04:12.4,631st,+1:12.99,02:35.9,506th=,+0:32.65,02:40.1,502nd,+0:33.74,04:15.6,513th,+1:06.56,,
533rd,748,Oliver Foster,Harrogate Huckers,M,Enduro | Master Male (30-39),26:10.4,+7:29.85,,,04:12.5,357th,+1:07.25,05:01.1,675th,+1:53.43,02:52.9,437th,+0:47.84,04:13.8,639th,+1:14.34,02:34.5,474th=,+0:31.25,02:36.1,400th=,+0:29.71,04:39.6,669th,+1:30.56,,
534th,901,Anthony Bish,No Hope,M,Enduro | Master Male (30-39),26:11.3,+7:30.75,,,04:29.1,534th,+1:23.85,05:15.4,733rd,+2:07.70,02:57.3,492nd,+0:52.19,04:05.4,554th,+1:05.94,02:31.8,417th,+0:28.54,02:35.6,388th,+0:29.25,04:16.8,521st,+1:07.81,,
535th,248,Tom Schoales,For Jesus,M,Enduro | Veteran Male (40-49),26:11.6,+7:30.98,,,04:50.0,705th,+1:44.79,04:35.9,491st,+1:28.29,03:07.1,609th,+1:02.01,04:06.2,559th,+1:06.70,02:44.0,682nd,+0:40.75,02:43.4,583rd=,+0:37.06,04:04.9,409th,+0:55.91,,
536th,925,Charlie Gibson,PALS,M,Enduro | Master Male (30-39),26:11.6,+7:31.03,,,04:29.6,539th,+1:24.35,04:25.2,409th,+1:17.55,03:09.2,635th=,+1:04.15,04:00.7,497th,+1:01.26,02:40.8,620th,+0:37.50,02:46.6,645th,+0:40.29,04:39.5,668th,+1:30.46,,
537th,893,Paul Agate,Eyes on Pies,M,Enduro | Grand Vet Male (50+),26:11.7,+7:31.07,,,04:35.8,594th,+1:30.56,04:25.7,416th=,+1:18.03,03:17.0,710th=,+1:11.90,03:58.8,469th,+0:59.35,02:38.8,578th,+0:35.51,02:41.0,524th=,+0:34.65,04:34.6,641st,+1:25.60,,
538th,726,Adam Holmes,Team Edna #GFS,M,Enduro | Veteran Male (40-49),26:11.7,+7:31.13,,,04:49.7,701st=,+1:44.46,04:37.7,505th=,+1:30.09,02:59.0,518th,+0:53.90,04:05.0,546th=,+1:05.55,02:38.5,565th=,+0:35.20,02:45.6,620th=,+0:39.25,04:16.2,516th,+1:07.21,,
n/c,1068,Andrew Thomas,Team Tash,M,Enduro | Master Male (30-39),26:12.1,,,E,04:32.3,n/c,,04:30.5,n/c,,02:59.1,n/c,,04:09.7,n/c,,02:46.8,n/c,,02:51.1,n/c,,04:22.7,n/c,,,
539th,594,Chris Ogg,Endo Racing,M,Enduro | Senior Male (18-29),26:12.7,+7:32.08,,,04:27.6,518th,+1:22.39,04:58.2,662nd,+1:50.59,03:22.4,737th,+1:17.29,03:58.6,464th,+0:59.14,02:38.8,575th=,+0:35.50,02:37.2,434th,+0:30.84,04:09.9,461st,+1:00.86,,
540th,967,Chris Sansom,Redbull Mainheads,M,Enduro | Master Male (30-39),26:13.8,+7:33.25,,,04:43.7,664th,+1:38.44,04:47.1,584th,+1:39.44,03:04.6,585th,+0:59.55,04:06.2,560th,+1:06.76,02:35.4,496th,+0:32.16,02:41.4,532nd=,+0:35.04,04:15.4,510th,+1:06.39,,
541st,386,Craig Roberts,,M,Enduro | Grand Vet Male (50+),26:14.0,+7:33.40,,,04:34.3,584th,+1:29.10,04:22.8,397th,+1:15.13,02:56.5,475th,+0:51.36,04:35.7,778th,+1:36.24,02:42.9,664th=,+0:39.69,02:46.6,644th,+0:40.26,04:15.2,507th,+1:06.15,,
542nd,408,Max Folkett,Three Hulats Factory Racing,M,Enduro | Veteran Male (40-49),26:14.0,+7:33.43,,,04:49.2,699th,+1:43.94,04:43.7,556th,+1:36.05,03:07.0,608th,+1:01.90,04:08.7,593rd,+1:09.21,02:35.2,492nd,+0:31.95,02:39.6,491st,+0:33.21,04:10.7,467th,+1:01.70,,
543rd,452,Sam Corden,Anonymous Beavers,M,Enduro | Master Male (30-39),26:14.1,+7:33.52,H,,04:37.4,605th,+1:32.16,04:44.5,561st,+1:36.88,03:12.8,671st,+1:07.71,04:07.4,578th,+1:07.94,02:27.4,315th,+0:24.15,02:34.0,352nd=,+0:27.65,04:30.6,616th,+1:21.56,,
544th,328,Amy Jones,"MT3 Cycles, Magicshine UK",F,Enduro | Veteran Female(40-49),26:14.1,+7:33.54,,,04:36.4,599th=,+1:31.15,04:43.2,545th,+1:35.50,03:00.3,530th,+0:55.21,04:04.8,545th,+1:05.40,02:39.1,587th=,+0:35.80,02:43.1,572nd=,+0:36.75,04:27.3,598th,+1:18.26,,
n/c,833,Russell Waller,Midpack Mafia,M,Enduro | Master Male (30-39),26:14.5,,,E,04:15.6,n/c,,04:22.0,n/c,,03:06.6,n/c,,04:03.0,n/c,,02:43.1,n/c,,02:51.7,n/c,,04:52.4,n/c,,,
545th,198,Matt Cade,Faffers,M,Enduro | Veteran Male (40-49),26:14.5,+7:33.92,,,04:42.4,651st,+1:37.10,04:40.3,527th,+1:32.60,03:06.0,596th,+1:00.90,04:04.1,537th,+1:04.69,02:34.5,476th,+0:31.26,02:35.5,386th,+0:29.15,04:31.8,624th=,+1:22.75,,
546th,789,Chris Washington,LA234,M,Enduro | Veteran Male (40-49),26:14.7,+7:34.09,,,04:27.8,520th,+1:22.50,04:21.5,383rd,+1:13.84,03:15.3,695th,+1:10.24,03:58.9,471st,+0:59.49,02:40.0,603rd,+0:36.71,02:47.1,654th=,+0:40.74,04:44.1,694th,+1:35.10,,
547th,580,Morgan Winfield,DVATC,M,Enduro | Grand Vet Male (50+),26:14.8,+7:34.23,,,04:28.9,533rd,+1:23.65,05:05.8,700th,+1:58.15,02:57.5,493rd=,+0:52.40,04:07.2,575th,+1:07.76,02:35.7,503rd,+0:32.45,02:41.4,534th=,+0:35.06,04:18.3,534th,+1:09.29,,
548th,1089,Ryan Sturgess,Team Far Kew,M,Enduro | Senior Male (18-29),26:15.7,+7:35.08,,,04:34.1,582nd,+1:28.90,04:56.7,653rd,+1:49.03,02:52.7,431st,+0:47.56,03:57.4,448th=,+0:57.95,02:24.3,226th,+0:21.04,02:29.9,270th,+0:23.59,05:00.5,737th,+1:51.54,,
n/c,716,Gareth Bint,GNFR,M,Enduro | Master Male (30-39),26:15.7,,,E,04:13.9,n/c,,05:16.5,n/c,,02:54.0,n/c,,03:57.8,n/c,,02:42.9,n/c,,02:44.5,n/c,,04:26.0,n/c,,,
549th,481,Nathan Wood,Bear Trax,M,Enduro | Master Male (30-39),26:16.6,+7:36.00,,,04:47.8,686th,+1:42.54,04:50.3,614th,+1:42.64,02:57.3,491st,+0:52.15,04:03.7,527th=,+1:04.30,02:40.0,604th=,+0:36.75,02:47.0,650th,+0:40.60,04:10.6,466th,+1:01.55,,
550th,1176,Megan-Thalia Giblin,Burgtec Peatys Invisiframe,F,Enduro | Senior Female (18-29),26:18.9,+7:38.30,,,04:40.1,637th,+1:34.90,04:47.9,591st,+1:40.25,03:02.3,553rd,+0:57.24,04:11.3,623rd,+1:11.85,02:38.3,560th=,+0:35.00,02:40.7,513th,+0:34.34,04:18.2,530th=,+1:09.25,,
551st,1006,Gavin Kinsella,,M,Enduro | Veteran Male (40-49),26:19.2,+7:38.61,,,04:29.2,535th,+1:23.91,04:34.1,475th,+1:26.49,03:07.3,610th,+1:02.24,04:20.8,702nd=,+1:21.30,02:45.0,698th=,+0:41.79,02:49.6,694th=,+0:43.21,04:13.2,487th,+1:04.20,,
552nd,849,Dominic Kidd,MTB Support Bubble,M,Enduro | Veteran Male (40-49),26:20.1,+7:39.52,,,04:41.4,648th,+1:36.15,04:41.7,536th,+1:34.00,03:06.2,597th,+1:01.10,04:00.5,495th,+1:01.09,02:38.7,574th,+0:35.46,02:46.6,642nd=,+0:40.25,04:25.0,581st=,+1:16.00,,
553rd,406,Stephen Clifton,2slow1pro,M,Enduro | Master Male (30-39),26:20.1,+7:39.55,,,04:56.0,746th,+1:50.79,04:34.6,480th,+1:26.98,02:57.1,487th,+0:52.05,04:14.5,646th,+1:15.05,02:41.1,625th,+0:37.90,02:42.3,553rd=,+0:35.96,04:14.3,496th,+1:05.35,,
554th,356,Richard Green,,M,Enduro | Master Male (30-39),26:20.2,+7:39.59,,,04:43.2,660th,+1:37.99,04:43.4,549th,+1:35.73,03:04.9,588th,+0:59.76,04:16.2,661st,+1:16.70,02:34.3,467th,+0:31.00,02:44.6,606th,+0:38.29,04:13.6,490th=,+1:04.65,,
555th,159,Mark Wilkinson,BMeX,M,Enduro | Veteran Male (40-49),26:20.5,+7:39.88,,,04:26.1,508th,+1:20.85,04:37.1,495th,+1:29.44,03:11.1,657th,+1:05.99,04:26.1,729th,+1:26.66,02:39.6,598th=,+0:36.36,02:44.0,595th,+0:37.61,04:16.5,519th=,+1:07.50,,
556th,357,Jonathan Green,,M,Enduro | Master Male (30-39),26:20.9,+7:40.32,,,04:43.5,661st,+1:38.20,04:41.5,535th,+1:33.85,03:04.8,587th,+0:59.65,04:17.4,673rd,+1:17.94,02:34.4,470th=,+0:31.10,02:45.1,611th=,+0:38.75,04:14.4,497th=,+1:05.36,,
557th,489,Edwin Waite,BicycleRepairManHighPeak,M,Enduro | Master Male (30-39),26:21.8,+7:41.20,,,04:17.9,428th,+1:12.64,04:23.7,404th,+1:16.09,03:12.1,669th=,+1:07.01,04:11.4,624th,+1:11.95,02:44.6,693rd=,+0:41.35,02:54.6,751st,+0:48.30,04:37.4,661st,+1:28.39,,
558th,704,James Fagg,Get Fitter With A Spam Fritter,M,Enduro | Veteran Male (40-49),26:23.0,+7:42.37,,,04:10.7,342nd,+1:05.46,04:55.3,646th,+1:47.59,02:53.5,445th,+0:48.44,04:13.8,638th,+1:14.30,02:41.6,636th,+0:38.31,02:49.6,694th=,+0:43.21,04:38.6,665th,+1:29.59,,
559th,557,Dave Suddes,,M,Enduro | Grand Vet Male (50+),26:23.6,+7:43.02,,,04:33.0,568th,+1:27.75,05:11.2,722nd,+2:03.50,03:04.5,582nd,+0:59.39,04:09.0,598th,+1:09.55,02:34.4,470th=,+0:31.10,02:37.4,437th,+0:31.05,04:14.2,495th,+1:05.21,,
560th,727,Martin Harvie,Team Edna #GFS,M,Enduro | Veteran Male (40-49),26:24.3,+7:43.73,,,04:46.2,672nd,+1:40.90,04:28.0,437th,+1:20.38,03:02.9,563rd,+0:57.85,04:06.6,565th,+1:07.16,02:41.9,644th,+0:38.69,02:46.0,633rd,+0:39.69,04:32.6,628th,+1:23.59,,
561st,939,Scot Hedges,Php,M,Enduro | Veteran Male (40-49),26:24.8,+7:44.17,,,04:14.0,375th=,+1:08.75,04:50.9,618th,+1:43.24,03:11.3,659th,+1:06.15,04:07.8,582nd,+1:08.36,02:34.9,485th,+0:31.65,02:45.6,620th=,+0:39.25,04:40.3,672nd,+1:31.30,,
n/c,569,Simon Daykin,NDH,M,Enduro | Grand Vet Male (50+),26:25.8,,,E,04:50.2,n/c,,04:57.0,n/c,,02:50.2,n/c,,04:12.7,n/c,,02:37.1,n/c,,02:39.7,n/c,,04:18.9,n/c,,,
n/c,237,Matt Beighton,TW@T Racing,M,Enduro | Veteran Male (40-49),26:26.2,,,E,05:25.5,n/c,,04:44.4,n/c,,02:50.7,n/c,,04:01.5,n/c,,02:36.6,n/c,,02:42.0,n/c,,04:05.5,n/c,,,
562nd,493,Will Blackmore,,M,Enduro | Master Male (30-39),26:26.6,+7:46.02,,,04:36.5,602nd,+1:31.29,04:51.2,621st,+1:43.55,03:02.9,561st=,+0:57.80,04:23.0,712th,+1:23.50,02:34.9,482nd=,+0:31.60,02:39.6,492nd=,+0:33.30,04:18.5,537th,+1:09.51,,
563rd,764,Steven Robinson,J&S,M,Enduro | Veteran Male (40-49),26:27.9,+7:47.28,,,04:34.9,588th=,+1:29.65,04:59.8,670th,+1:52.15,02:58.2,509th=,+0:53.06,04:02.2,508th=,+1:02.80,02:40.3,612th,+0:37.10,02:42.6,562nd,+0:36.21,04:29.8,614th,+1:20.84,,
564th,492,Simon Larkin,Billy No Mates,M,Enduro | Veteran Male (40-49),26:28.1,+7:47.55,,,04:47.9,687th=,+1:42.60,04:49.0,602nd,+1:41.38,03:14.5,686th=,+1:09.40,04:05.9,556th,+1:06.45,02:38.8,575th=,+0:35.50,02:41.6,539th,+0:35.25,04:10.5,465th,+1:01.50,,
565th,388,Joe Mann,Renegades,M,Enduro | Master Male (30-39),26:28.2,+7:47.58,,,04:50.1,706th=,+1:44.85,04:44.5,559th,+1:36.80,03:01.5,546th=,+0:56.40,04:04.6,542nd,+1:05.15,02:35.8,504th,+0:32.56,02:42.6,563rd,+0:36.25,04:29.1,607th=,+1:20.10,,
566th,310,Ayden Patterson,Scrambled legs,M,Enduro | Senior Male (18-29),26:28.4,+7:47.81,,,04:33.3,572nd,+1:28.05,04:49.8,610th,+1:42.15,03:26.4,756th,+1:21.30,03:58.7,465th=,+0:59.20,02:36.9,528th,+0:33.70,02:40.9,521st=,+0:34.59,04:22.3,563rd,+1:13.35,,
567th,1112,Colin Mcphail,Deviate,M,Enduro | Veteran Male (40-49),26:28.5,+7:47.90,,,04:43.1,657th,+1:37.85,04:44.2,557th,+1:36.54,03:06.8,607th,+1:01.75,04:12.8,632nd=,+1:13.35,02:46.1,712th,+0:42.84,02:47.0,651st,+0:40.65,04:08.4,440th,+0:59.45,,
568th,399,Dale Glenn Lilley,,M,Enduro | Senior Male (18-29),26:29.6,+7:48.97,,,04:47.5,682nd=,+1:42.25,04:45.7,571st,+1:38.04,03:02.9,560th,+0:57.75,04:08.1,587th,+1:08.65,02:35.6,500th=,+0:32.31,02:49.3,689th,+0:42.90,04:20.6,551st,+1:11.60,,
569th,360,Stuart Little,Little Racing,M,Enduro | Veteran Male (40-49),26:32.4,+7:51.80,,,05:08.1,797th,+2:02.85,04:38.6,510th,+1:30.94,03:06.8,605th=,+1:01.71,04:07.6,579th,+1:08.19,02:38.3,563rd,+0:35.10,02:41.1,526th,+0:34.79,04:11.8,474th,+1:02.75,,
570th,1115,Damien Cannell,Two Wheeled All Terrain Society,M,Enduro | Veteran Male (40-49),26:32.6,+7:51.97,,,04:35.2,590th,+1:29.91,04:24.7,406th,+1:17.04,03:10.5,649th=,+1:05.40,04:17.9,678th=,+1:18.44,02:42.5,652nd,+0:39.25,02:49.2,688th,+0:42.81,04:32.6,629th,+1:23.65,,
571st,675,Ciaran Kelly,Folly Flyers,M,Enduro | Senior Male (18-29),26:32.8,+7:52.16,,,05:00.8,769th,+1:55.56,04:39.7,522nd=,+1:32.09,03:06.8,605th=,+1:01.71,04:12.2,630th,+1:12.74,02:43.9,678th,+0:40.65,02:43.9,594th,+0:37.59,04:05.3,410th,+0:56.35,,
572nd,419,Robert Young,53 Degrees North Racing,M,Enduro | Grand Vet Male (50+),26:33.1,+7:52.55,,,04:30.0,542nd,+1:24.75,04:53.5,636th,+1:45.89,03:01.5,545th,+0:56.39,04:36.7,779th=,+1:37.24,02:36.1,511th=,+0:32.85,02:41.2,528th,+0:34.86,04:14.1,493rd,+1:05.10,,
573rd,521,Mike Winters,Cannock MTB Collective,M,Enduro | Grand Vet Male (50+),26:34.3,+7:53.75,,,04:39.5,629th,+1:34.25,04:49.5,606th,+1:41.83,03:07.5,612th,+1:02.40,04:10.8,619th,+1:11.40,02:39.3,592nd,+0:36.00,02:47.6,667th,+0:41.25,04:20.1,547th,+1:11.15,,
574th,427,Mike Scrimgour,Team Growlers,M,Enduro | Master Male (30-39),26:35.7,+7:55.15,,,05:04.9,787th=,+1:59.60,04:59.6,669th,+1:51.98,02:57.6,498th,+0:52.55,04:00.3,490th,+1:00.84,02:35.6,500th=,+0:32.31,02:36.6,419th,+0:30.30,04:21.1,554th=,+1:12.10,,
575th,582,Michael Redshaw,DVATC,M,Enduro | Master Male (30-39),26:36.0,+7:55.41,,,04:39.5,630th,+1:34.29,05:07.8,710th,+2:00.14,02:48.6,370th=,+0:43.49,04:23.6,717th,+1:24.15,02:36.1,509th,+0:32.81,02:39.9,499th,+0:33.50,04:20.6,550th,+1:11.56,,
576th,463,Chris Beadle,Ard Rockets,M,Enduro | Grand Vet Male (50+),26:36.4,+7:55.82,,,04:41.3,646th,+1:36.04,04:57.9,660th,+1:50.28,03:00.8,538th,+0:55.69,04:17.1,672nd,+1:17.65,02:35.5,498th,+0:32.29,02:39.8,495th=,+0:33.40,04:24.0,575th=,+1:15.00,,
577th,674,Pete Justin,Folly Flyers,M,Enduro | Master Male (30-39),26:37.1,+7:56.53,,,04:55.1,737th,+1:49.84,05:12.2,727th,+2:04.54,02:57.0,485th,+0:51.90,04:01.6,504th,+1:02.14,02:37.7,544th,+0:34.44,02:41.4,531st,+0:35.00,04:12.2,481st,+1:03.20,,
578th,341,Renars Klaumanis,Team Alpine,M,Enduro | Senior Male (18-29),26:37.3,+7:56.72,,,04:30.9,550th,+1:25.66,05:02.9,686th,+1:55.19,03:15.6,698th,+1:10.50,04:12.9,635th,+1:13.45,02:33.6,455th,+0:30.30,02:38.5,462nd=,+0:32.15,04:23.0,567th,+1:14.00,,
579th,138,Stephen Jones,Bare Hill Bikers,M,Enduro | Veteran Male (40-49),26:38.3,+7:57.68,,,03:40.0,92nd,+0:34.79,07:53.8,898th,+4:46.14,02:53.6,447th,+0:48.51,03:38.4,200th,+0:38.96,02:23.1,194th,+0:19.85,02:35.1,375th,+0:28.71,03:34.3,121st,+0:25.25,,
580th,791,Jonathan Powell,LA234,M,Enduro | Veteran Male (40-49),26:38.6,+7:58.05,,,04:32.7,564th,+1:27.45,04:46.2,578th,+1:38.59,02:58.4,513th,+0:53.35,04:18.4,684th=,+1:18.99,02:39.1,587th=,+0:35.80,02:42.8,567th,+0:36.44,04:41.0,678th=,+1:31.96,,
581st,277,Louis Mcgee,RorysBalls,M,Enduro | Master Male (30-39),26:38.7,+7:58.09,,,04:50.7,710th,+1:45.41,04:53.3,635th,+1:45.60,03:10.0,644th,+1:04.90,04:07.7,580th,+1:08.30,02:38.5,568th=,+0:35.25,02:39.8,498th,+0:33.46,04:18.7,539th,+1:09.70,,
582nd,173,Henri Armstrong,RLSCC,M,Enduro | Senior Male (18-29),26:38.9,+7:58.36,H,,04:07.6,312th,+1:02.39,06:53.2,878th,+3:45.55,02:48.8,379th,+0:43.71,03:58.1,455th=,+0:58.65,02:25.2,253rd,+0:21.94,02:29.0,233rd,+0:22.69,03:57.0,339th,+0:47.96,,
583rd,413,Ken Vernon,4dagram,M,Enduro | Master Male (30-39),26:39.6,+7:58.98,,,04:32.5,561st=,+1:27.25,04:47.1,583rd,+1:39.40,03:10.0,643rd,+1:04.85,04:09.2,600th=,+1:09.80,02:44.3,688th,+0:41.06,02:51.5,727th,+0:45.15,04:25.0,581st=,+1:16.00,,
584th,823,Dan Brown,Midpack Mafia,M,Enduro | Senior Male (18-29),26:40.3,+7:59.66,,,04:22.6,471st,+1:17.35,04:29.5,446th,+1:21.83,03:02.9,561st=,+0:57.80,04:04.3,539th,+1:04.85,02:45.7,708th,+0:42.45,02:53.3,741st,+0:46.95,05:02.0,742nd,+1:52.96,,
585th,906,Harry Slater,RAF Gravity Enduro,M,Enduro | Senior Male (18-29),26:42.6,+8:02.02,,,05:00.4,767th,+1:55.15,04:39.3,517th,+1:31.65,03:16.9,709th,+1:11.84,04:08.9,596th,+1:09.40,02:37.6,542nd,+0:34.30,02:42.3,550th=,+0:35.90,04:17.3,527th,+1:08.31,,
586th,217,Matthew Eskdale,I Only Race For Cake,M,Enduro | Master Male (30-39),26:43.3,+8:02.71,,,04:29.8,540th,+1:24.60,04:44.5,560th,+1:36.83,03:03.3,570th,+0:58.25,04:28.0,741st,+1:28.51,02:36.2,515th,+0:32.95,02:37.0,427th=,+0:30.65,04:44.5,696th,+1:35.45,,
587th,503,Jack Fearon,Weaver Valley CC/ Delamere MTB,M,Enduro | Senior Male (18-29),26:43.3,+8:02.75,,,04:17.9,429th,+1:12.65,04:34.1,474th,+1:26.48,03:08.3,621st,+1:03.25,03:53.6,397th,+0:54.16,02:44.5,692nd,+0:41.29,02:45.4,619th,+0:39.00,05:19.4,782nd,+2:10.45,,
588th,862,Jez Mitchell-Innes,Mudders,M,Enduro | Veteran Male (40-49),26:44.5,+8:03.89,,,04:51.5,717th,+1:46.25,04:53.9,640th,+1:46.19,03:09.4,638th,+1:04.29,04:08.1,588th=,+1:08.70,02:38.5,568th=,+0:35.25,02:41.9,543rd,+0:35.59,04:21.2,557th,+1:12.15,,
589th,267,Lee Mallows,RAF Gravity Team,M,Enduro | Master Male (30-39),26:44.6,+8:03.97,,,04:41.1,642nd=,+1:35.81,04:49.9,611th,+1:42.19,03:11.8,663rd,+1:06.65,04:13.1,636th,+1:13.70,02:38.2,557th,+0:34.94,02:43.5,588th,+0:37.20,04:27.0,595th,+1:18.01,,
590th,524,Anna Long,Army Enduro MTB Team,F,Enduro | Master Female (30-39),26:44.6,+8:03.99,,,04:40.9,641st,+1:35.66,04:59.5,667th,+1:51.79,03:01.5,546th=,+0:56.40,04:11.2,622nd,+1:11.74,02:39.0,585th=,+0:35.75,02:48.2,678th,+0:41.84,04:24.3,577th,+1:15.34,,
591st,317,Tim Francis,,M,Enduro | Master Male (30-39),26:45.3,+8:04.69,,,04:52.8,728th,+1:47.59,04:46.6,579th=,+1:38.93,03:08.8,627th,+1:03.74,04:04.1,534th=,+1:04.65,02:32.5,435th,+0:29.25,02:43.5,585th=,+0:37.11,04:37.0,658th,+1:27.95,,
592nd,422,Brian Quinlan,53 Degrees North Racing,M,Enduro | Grand Vet Male (50+),26:45.3,+8:04.75,,,04:55.3,738th=,+1:50.10,05:08.3,713th,+2:00.64,03:08.4,622nd,+1:03.31,04:12.0,627th,+1:12.51,02:34.6,477th,+0:31.36,02:39.9,500th,+0:33.56,04:06.8,425th,+0:57.80,,
593rd,1027,Sam Ponder,Suffolk Fat Boys MTB,M,Enduro | Master Male (30-39),26:45.7,+8:05.06,,,04:31.3,553rd,+1:26.04,04:30.5,453rd,+1:22.84,03:09.5,639th,+1:04.40,04:04.4,540th,+1:04.95,02:55.3,793rd,+0:52.05,02:49.5,693rd,+0:43.16,04:45.1,701st,+1:36.15,,
594th,1171,Lucy Downs,Intense Cycles,F,Enduro | Senior Female (18-29),26:46.2,+8:05.57,,,04:39.6,631st,+1:34.31,04:45.3,569th,+1:37.65,03:08.9,628th,+1:03.75,04:31.1,757th,+1:31.65,02:42.5,653rd,+0:39.30,02:45.6,620th=,+0:39.25,04:13.2,486th,+1:04.19,,
595th,1030,Mat Lovell,SWB,M,Enduro | Master Male (30-39),26:46.2,+8:05.66,,,05:00.7,768th,+1:55.40,04:31.6,460th,+1:23.90,03:13.5,675th,+1:08.40,04:15.6,657th,+1:16.19,02:42.0,645th=,+0:38.75,02:46.0,631st,+0:39.61,04:16.9,522nd,+1:07.94,,
596th,614,Josh Sanderson,ExWorkColleagues,M,Enduro | Senior Male (18-29),26:48.0,+8:07.37,,,04:02.3,259th,+0:57.05,05:01.0,674th,+1:53.34,03:09.3,637th,+1:04.21,04:05.5,555th,+1:06.05,02:41.4,629th,+0:38.15,02:46.6,642nd=,+0:40.25,05:01.8,740th,+1:52.85,,
597th,892,Robert Irving,Eyes on Pies,M,Enduro | Grand Vet Male (50+),26:48.4,+8:07.82,,,04:34.1,581st,+1:28.86,04:42.6,541st,+1:34.94,03:16.1,700th,+1:11.04,04:08.9,597th,+1:09.45,02:42.7,658th=,+0:39.50,02:47.2,659th=,+0:40.86,04:36.7,655th,+1:27.70,,
598th,897,Andy Salmon,Some Faff,M,Enduro | Master Male (30-39),26:49.2,+8:08.62,,,04:39.9,633rd,+1:34.61,04:42.8,542nd,+1:35.09,03:02.7,556th,+0:57.56,04:08.1,588th=,+1:08.70,02:34.4,472nd,+0:31.14,02:42.0,545th,+0:35.61,04:59.4,734th,+1:50.44,,
599th,750,David Allen,Death Skateboards,M,Enduro | Grand Vet Male (50+),26:49.4,+8:08.77,,,04:41.1,642nd=,+1:35.81,05:24.1,764th,+2:16.43,03:17.8,720th,+1:12.71,04:09.2,600th=,+1:09.80,02:30.6,389th,+0:27.39,02:41.0,523rd,+0:34.61,04:05.6,412th,+0:56.55,,
